Student_ID,OOP,DSA,DBMS,ASC,FP,SE,FLCD,OS,WEBDEV,PDP,Elective 1,Elective 2,Elective 3,Elective 1 Mark,Elective 2 Mark,Elective 3 Mark
SID20145033,59,97,92,69,44,74,51,88,81,54,AR_VR,CS,ML,68,42,64
SID20145059,98,79,52,50,85,68,55,79,55,61,SVV,CC,ML,97,17,43
SID20145061,81,61,75,68,64,61,73,75,72,51,SVV,CC,IOT,80,15,37
SID20145082,81,81,87,77,81,95,64,88,73,48,NLP,CS,IOT,45,63,73
SID20145118,77,91,59,96,81,93,84,19,76,86,NLP,CC,ML,82,63,24
SID20145133,93,81,71,88,81,66,47,70,68,78,SVV,CS,ML,21,39,90
SID20145134,86,67,50,89,99,46,84,43,56,63,SVV,CC,IOT,48,52,90
SID20145148,59,51,99,58,66,55,97,77,44,74,NLP,CS,IOT,29,93,35
SID20145153,49,41,81,76,69,68,96,60,69,65,AR_VR,CC,IOT,74,88,23
SID20145158,44,84,50,49,55,53,76,90,80,96,AR_VR,CS,IOT,50,52,27
SID20145170,90,85,84,99,67,88,49,69,43,41,SVV,CC,IOT,47,85,64
SID20145183,82,81,54,90,94,42,85,98,91,58,AR_VR,CS,IOT,91,21,88
SID20145185,86,89,57,84,98,54,72,66,88,92,SVV,CC,IOT,54,45,24
SID20145225,93,65,48,52,43,76,50,97,42,91,NLP,CS,ML,87,35,95
SID20145230,48,93,84,41,70,83,95,74,25,97,NLP,CC,IOT,70,96,12
SID20145232,82,82,55,74,54,71,75,90,69,78,NLP,CS,IOT,43,31,18
SID20145270,79,89,93,57,81,88,62,53,51,48,SVV,CS,ML,75,12,20
SID20145276,79,72,98,92,67,60,41,95,74,84,AR_VR,CC,IOT,60,92,93
SID20145288,83,64,40,54,23,61,95,89,89,100,NLP,CS,ML,91,60,46
SID20145318,63,72,73,97,41,69,99,98,79,66,AR_VR,CS,IOT,92,82,74
SID20145348,67,98,75,40,94,76,50,89,59,67,SVV,CS,ML,62,22,32
SID20145417,60,96,22,22,82,60,70,59,58,89,NLP,CS,ML,47,93,63
SID20145453,98,71,70,56,50,82,97,55,47,73,AR_VR,CS,ML,47,68,47
SID20145529,45,77,70,52,97,58,40,29,53,54,NLP,CS,IOT,99,27,20
SID20145547,100,87,53,68,100,78,45,85,65,74,SVV,CC,IOT,75,10,62
SID20145553,58,63,99,99,90,44,51,40,50,75,NLP,CC,ML,51,30,74
SID20145567,81,65,41,49,70,82,90,77,59,60,SVV,CC,IOT,59,76,22
SID20145581,98,66,58,90,81,57,62,63,90,66,NLP,CS,IOT,50,24,80
SID20145582,46,79,80,56,41,42,89,64,79,68,NLP,CC,ML,54,31,54
SID20145597,45,46,40,46,89,96,57,60,97,64,NLP,CS,ML,64,46,39
SID20145599,80,84,62,64,55,49,52,44,85,47,SVV,CS,ML,66,82,59
SID20145606,65,59,42,57,88,77,58,45,100,40,AR_VR,CS,ML,91,12,94
SID20145635,94,75,100,61,42,60,69,86,47,73,AR_VR,CS,ML,82,95,54
SID20145652,68,97,63,60,75,71,62,89,43,73,SVV,CS,IOT,44,46,19
SID20145670,63,70,68,93,92,98,99,86,56,84,NLP,CC,IOT,64,17,29
SID20145672,41,73,78,96,97,78,45,84,50,64,AR_VR,CC,IOT,41,96,38
SID20145681,93,46,84,97,72,56,20,87,87,46,NLP,CS,IOT,48,89,95
SID20145691,61,81,76,68,85,55,60,95,68,74,AR_VR,CC,ML,96,59,33
SID20145711,78,92,71,49,75,89,86,51,53,65,NLP,CS,ML,92,64,70
SID20145723,80,62,52,93,77,47,44,66,53,64,AR_VR,CS,IOT,78,33,64
SID20145746,75,56,60,81,41,64,59,65,90,54,SVV,CS,ML,70,15,36
SID20145772,49,47,57,64,100,87,62,49,78,67,NLP,CS,ML,57,63,31
SID20145773,84,47,68,45,94,62,57,99,44,89,SVV,CC,ML,63,84,100
SID20145780,93,47,51,53,63,77,81,67,49,60,AR_VR,CC,IOT,59,11,75
SID20145798,90,94,65,54,43,51,48,85,45,95,SVV,CC,IOT,61,59,59
SID20145831,61,47,97,58,70,53,64,46,68,44,AR_VR,CC,ML,100,29,83
SID20145835,100,90,97,59,79,96,54,96,60,45,AR_VR,CS,IOT,79,43,27
SID20145847,62,58,58,70,67,91,97,96,82,78,NLP,CC,IOT,81,20,64
SID20145851,46,71,54,89,92,77,43,92,90,71,SVV,CS,ML,88,13,100
SID20145853,88,66,96,56,50,86,82,78,89,99,NLP,CS,IOT,65,54,83
SID20145874,93,59,62,52,44,83,69,59,43,55,AR_VR,CS,IOT,82,60,78
SID20145903,46,67,90,67,40,50,67,94,57,81,NLP,CS,ML,47,15,76
SID20145917,46,84,46,43,43,53,43,77,81,40,NLP,CC,ML,63,15,90
SID20145919,89,49,40,92,68,92,91,54,44,85,SVV,CC,ML,45,83,55
SID20145927,67,85,85,100,88,99,66,94,79,62,AR_VR,CS,IOT,47,52,62
SID20145930,43,99,80,89,56,40,77,69,53,72,NLP,CS,IOT,75,75,15
SID20145982,51,53,40,58,71,82,83,51,44,93,SVV,CS,ML,57,12,34
SID20146032,47,85,64,71,89,19,40,99,25,100,NLP,CC,ML,49,69,18
SID20146037,81,53,83,94,71,80,89,80,84,74,SVV,CS,IOT,93,90,71
SID20146046,82,63,46,67,98,92,70,91,94,51,SVV,CC,ML,44,79,76
SID20146071,91,92,48,62,60,66,78,45,100,85,NLP,CS,IOT,60,86,27
SID20146083,77,86,96,96,77,94,88,46,76,55,NLP,CS,ML,79,46,38
SID20146091,92,46,75,73,89,42,99,79,89,74,SVV,CC,ML,69,10,85
SID20146094,75,43,72,81,56,87,94,88,81,94,NLP,CC,IOT,57,67,29
SID20146197,61,58,71,49,64,97,85,64,95,73,NLP,CS,IOT,83,38,31
SID20146207,68,56,65,61,99,81,82,60,40,75,SVV,CC,IOT,58,48,59
SID20146232,80,67,95,61,59,44,87,75,62,62,SVV,CS,IOT,90,66,92
SID20146245,83,80,55,48,48,72,58,59,61,84,NLP,CC,ML,89,72,46
SID20146265,43,52,85,76,41,94,75,96,94,83,SVV,CS,IOT,95,67,64
SID20146300,69,40,61,71,40,64,65,62,71,43,NLP,CC,IOT,49,100,30
SID20146319,84,28,53,96,51,20,76,91,52,54,AR_VR,CS,IOT,45,67,15
SID20146340,47,95,53,83,77,95,52,60,78,100,NLP,CS,IOT,85,95,57
SID20146342,20,76,95,61,63,97,75,88,76,75,SVV,CC,IOT,99,99,59
SID20146358,48,61,42,82,99,63,45,79,69,81,NLP,CC,IOT,90,87,70
SID20146424,65,44,89,52,87,62,79,46,64,79,SVV,CC,ML,70,28,69
SID20146427,48,55,52,77,71,83,43,85,93,46,NLP,CS,ML,41,36,71
SID20146458,58,67,68,73,89,59,72,64,81,85,AR_VR,CC,ML,92,16,92
SID20146465,54,100,73,59,59,80,49,51,91,52,AR_VR,CS,IOT,51,87,73
SID20146477,44,96,40,100,97,91,99,45,79,99,NLP,CC,IOT,81,78,90
SID20146478,78,64,55,73,80,99,94,41,87,40,NLP,CC,ML,97,87,70
SID20146496,58,45,78,43,73,69,70,95,50,93,NLP,CS,IOT,44,49,58
SID20146500,45,55,89,44,44,56,74,45,78,46,SVV,CS,ML,60,86,76
SID20146509,100,98,59,41,86,56,54,66,40,97,AR_VR,CS,IOT,59,100,17
SID20146518,50,77,77,75,81,68,86,45,63,65,SVV,CC,IOT,80,31,64
SID20146524,73,57,60,86,64,66,64,65,50,41,SVV,CS,IOT,76,21,66
SID20146534,72,70,85,85,62,91,65,57,54,84,AR_VR,CS,ML,98,58,58
SID20146538,94,60,47,68,41,51,92,61,97,51,NLP,CS,ML,53,85,39
SID20146539,65,42,80,86,95,52,73,52,78,65,SVV,CS,ML,68,36,95
SID20146577,92,41,76,60,78,45,82,84,59,47,NLP,CS,ML,77,53,55
SID20146579,76,85,62,42,57,91,98,97,83,95,SVV,CS,IOT,41,30,12
SID20146581,73,85,46,71,66,67,71,71,76,85,NLP,CS,ML,57,89,50
SID20146645,59,98,62,77,68,73,45,68,65,100,NLP,CC,ML,69,42,17
SID20146658,60,55,63,61,77,50,92,85,95,49,SVV,CS,IOT,81,93,19
SID20146665,84,48,86,52,94,68,24,85,83,98,SVV,CC,ML,46,30,42
SID20146693,77,44,57,57,51,54,93,92,50,55,AR_VR,CC,ML,43,61,85
SID20146743,99,59,99,59,96,52,87,57,41,73,NLP,CS,IOT,98,86,15
SID20146748,93,77,53,60,49,59,66,41,70,52,AR_VR,CS,IOT,42,39,19
SID20146783,53,42,57,52,74,40,94,96,97,99,SVV,CS,ML,64,87,39
SID20146790,62,50,99,47,66,98,51,68,91,59,NLP,CC,ML,69,27,69
SID20146800,78,42,59,53,76,51,87,81,52,96,NLP,CS,ML,56,66,27
SID20146817,71,85,49,54,50,97,45,56,59,85,AR_VR,CS,IOT,64,34,41
SID20146835,93,79,94,81,53,57,99,41,50,81,NLP,CS,IOT,73,60,60
SID20146860,79,88,42,99,72,68,61,86,43,73,SVV,CS,ML,96,87,19
SID20146875,93,40,89,100,92,85,61,83,86,58,SVV,CS,ML,67,18,94
SID20146891,45,58,74,95,42,62,77,85,69,48,SVV,CS,ML,44,53,97
SID20146895,62,72,49,79,62,61,80,64,45,81,AR_VR,CC,IOT,66,59,19
SID20146935,49,47,78,66,59,95,63,76,71,95,SVV,CC,ML,80,28,83
SID20146939,87,93,74,96,56,70,90,44,68,47,SVV,CC,IOT,78,14,23
SID20146944,50,44,45,57,88,72,49,84,53,47,SVV,CS,ML,78,63,44
SID20146962,42,78,100,21,61,58,83,89,79,99,AR_VR,CC,IOT,40,54,27
SID20146971,95,94,49,70,86,45,56,25,86,51,AR_VR,CC,IOT,70,37,44
SID20146985,81,41,85,84,80,83,57,57,95,56,AR_VR,CC,ML,76,95,41
SID20147063,94,86,55,96,43,75,44,98,72,94,SVV,CC,IOT,49,42,70
SID20147101,80,90,62,49,69,95,52,65,69,46,SVV,CC,IOT,42,54,35
SID20147103,77,56,95,92,99,40,53,41,76,96,AR_VR,CS,IOT,19,68,72
SID20147129,42,72,58,81,92,74,62,92,73,68,AR_VR,CC,ML,50,22,94
SID20147160,82,58,74,85,56,43,44,61,64,86,AR_VR,CC,IOT,71,72,61
SID20147162,81,42,93,82,72,63,79,89,49,96,NLP,CC,ML,60,42,63
SID20147200,58,75,69,72,94,55,100,100,98,46,SVV,CC,IOT,60,24,59
SID20147221,62,44,43,57,79,42,90,66,44,94,SVV,CS,ML,53,11,15
SID20147222,50,70,95,49,47,52,69,87,100,95,SVV,CC,IOT,58,71,60
SID20147247,88,78,85,63,60,73,53,57,75,42,AR_VR,CS,ML,87,36,49
SID20147259,77,78,80,62,81,68,77,93,88,48,NLP,CC,ML,62,74,16
SID20147265,41,75,96,85,89,80,87,52,42,73,SVV,CS,IOT,47,55,74
SID20147273,83,87,90,88,61,53,70,29,54,89,NLP,CS,ML,92,34,10
SID20147277,99,80,56,49,86,68,47,40,68,56,AR_VR,CC,IOT,60,92,44
SID20147292,86,64,67,72,71,68,66,47,98,42,AR_VR,CC,ML,76,12,71
SID20147327,90,66,99,64,40,84,54,97,65,41,AR_VR,CC,ML,80,12,51
SID20147339,95,45,67,67,74,62,46,74,90,81,NLP,CC,ML,41,45,20
SID20147407,89,87,75,71,78,49,58,56,66,42,AR_VR,CC,ML,44,36,38
SID20147417,67,57,69,68,72,29,73,81,69,76,NLP,CS,ML,54,82,65
SID20147463,53,49,85,64,88,94,69,73,54,87,AR_VR,CC,IOT,64,24,40
SID20147483,70,70,50,47,74,26,61,97,42,100,SVV,CC,IOT,80,99,82
SID20147487,46,83,68,96,85,81,47,78,92,42,NLP,CS,ML,97,56,99
SID20147491,88,99,52,65,81,74,54,92,97,58,NLP,CC,IOT,57,13,48
SID20147520,65,81,77,46,63,100,45,66,49,59,NLP,CC,ML,55,50,39
SID20147569,67,73,79,70,95,70,89,40,91,74,SVV,CS,ML,42,42,15
SID20147589,59,45,53,81,100,65,80,99,81,73,NLP,CC,IOT,59,35,41
SID20147592,99,95,54,94,46,77,47,91,68,94,AR_VR,CC,ML,48,14,14
SID20147597,65,50,95,43,68,77,71,67,100,56,SVV,CS,IOT,86,62,77
SID20147631,78,45,66,85,94,92,60,50,51,54,NLP,CS,ML,98,58,20
SID20147641,57,89,56,60,92,84,55,70,84,48,SVV,CC,ML,72,15,71
SID20147670,89,76,89,50,61,92,72,61,77,73,NLP,CC,ML,49,33,81
SID20147718,63,77,70,49,52,67,44,42,64,46,NLP,CC,ML,48,84,23
SID20147719,58,44,92,92,97,74,67,93,56,76,SVV,CS,IOT,69,95,75
SID20147720,54,43,46,69,69,66,50,62,72,67,NLP,CC,ML,49,74,67
SID20147727,72,67,64,64,78,48,60.5,66,89,57,NLP,CC,ML,82,39,52
SID20147762,84,52,40,100,58,61,87,59,76,77,NLP,CC,IOT,40,26,13
SID20147770,44,93,43,59,52,85,54,45,57,74,NLP,CC,IOT,45,55,72
SID20147787,61,98,87,64,84,76,61,70,64,97,AR_VR,CC,IOT,57,20,50
SID20147791,51,65,62,89,80,84,55,99,96,91,SVV,CS,IOT,52,83,99
SID20147792,64,76,86,48,73,45,55,63,73,92,AR_VR,CS,ML,78,76,62
SID20147803,46,56,69,68,71,56,46,94,46,81,AR_VR,CS,ML,41,39,59
SID20147806,74,94,77,66,72,87,95,52,65,85,AR_VR,CS,ML,87,70,96
SID20147809,98,82,98,53,67,80,97,86,100,99,NLP,CS,IOT,51,98,30
SID20147845,41,72,67,97,50,55,67,92,66,45,AR_VR,CC,IOT,63,75,38
SID20147911,53,45,65,100,61,74,50,82,53,82,AR_VR,CC,IOT,98,44,56
SID20147914,47,53,82,89,90,55,79,66,72,64,AR_VR,CC,ML,87,53,55
SID20147931,57,46,83,97,66,63,82,89,88,93,SVV,CS,ML,69,60,14
SID20147936,25,54,70,91,60,53,42,45,47,82,NLP,CS,ML,68,89,50
SID20147961,98,63,40,87,55,91,69,48,71,99,SVV,CS,ML,91,80,50
SID20147981,83,42,50,92,93,42,65,67,76,41,AR_VR,CS,IOT,81,14,27
SID20148072,40,94,65,88,86,44,54,90,81,64,NLP,CC,ML,51,25,60
SID20148076,48,64,70,49,43,76,95,47,95,63,AR_VR,CC,IOT,75,54,22
SID20148149,60,81,59,41,92,51,45,49,49,79,AR_VR,CC,IOT,89,54,49
SID20148150,90,69,73,82,65,100,92,47,47,72,AR_VR,CC,ML,52,63,58
SID20148166,68,94,40,96,59,89,57,45,85,51,AR_VR,CS,IOT,87,28,40
SID20148169,54,87,94,58,90,100,48,94,58,65,SVV,CS,IOT,55,54,33
SID20148176,94,53,79,73,65,55,61,59,94,82,AR_VR,CS,IOT,52,33,74
SID20148178,58,51,61,43,95,99,75,54,95,61,SVV,CC,IOT,64,45,11
SID20148193,89,70,58,72,59,19,93,84,53,26,NLP,CS,ML,88,57,62
SID20148196,76,66,87,24,99,64,83,48,73,47,NLP,CC,ML,44,29,93
SID20148274,52,69,24,90,91,61,64,42,91,99,NLP,CS,ML,70,75,68
SID20148281,71,89,70,48,75,83,43,52,44,88,NLP,CS,IOT,51,30,58
SID20148305,84,71,76,45,66,47,55,64,97,54,AR_VR,CC,IOT,80,10,22
SID20148324,84,79,49,94,93,49,63,40,76,45,NLP,CS,ML,80,39,61
SID20148325,72,99,69,41,84,69,60,42,79,61,NLP,CC,IOT,47,31,11
SID20148337,79,92,86,85,87,72,72,59,92,42,SVV,CC,IOT,70,98,28
SID20148348,64,76,62,61,78,77,64,95,68,93,AR_VR,CS,IOT,44,27,90
SID20148351,56,77,82,45,91,64,67,74,92,86,NLP,CC,ML,42,51,25
SID20148356,96,70,66,60,71,100,49,52,81,44,NLP,CS,IOT,55,61,60
SID20148359,65,62,98,91,57,95,64,74,54,76,NLP,CS,IOT,83,47,27
SID20148365,70,96,89,65,90,75,67,76,55,63,SVV,CS,IOT,80,65,46
SID20148396,74,66,92,100,47,64,93,61,66,75,SVV,CC,ML,89,83,45
SID20148424,68,91,61,73,75,97,93,95,60,52,SVV,CS,IOT,45,100,58
SID20148458,50,54,93,41,80,69,63,72,91,48,SVV,CS,ML,68,50,66
SID20148478,55,96,97,66,49,51,71,74,52,80,AR_VR,CC,IOT,71,53,87
SID20148481,90,94,93,48,47,54,94,80,96,90,AR_VR,CS,ML,60,24,24
SID20148500,94,59,80,56,92,68,96,61,87,70,NLP,CC,ML,86,18,55
SID20148518,91,64,76,78,48,53,52,57,92,69,AR_VR,CC,IOT,54,31,31
SID20148520,60,43,82,50,58,82,61,46,92,87,SVV,CS,ML,99,53,49
SID20148523,53,53,66,90,77,42,40,95,96,97,SVV,CC,IOT,87,20,79
SID20148525,91,64,45,46,53,78,93,59,61,73,SVV,CS,IOT,90,85,81
SID20148547,70,40,88,62,95,63,65,44,87,76,AR_VR,CC,IOT,79,67,17
SID20148548,95,87,80,94,85,62,82,81,79,90,SVV,CC,ML,54,45,58
SID20148562,71,64,51,41,87,91,55,40,62,52,SVV,CC,ML,90,87,44
SID20148575,66,66,78,59,84,90,71,63,99,90,AR_VR,CC,ML,97,63,11
SID20148583,40,78,76,72,79,100,83,93,52,69,AR_VR,CS,ML,75,98,44
SID20148587,90,47,80,94,81,98,77,60,74,60,AR_VR,CC,IOT,81,70,87
SID20148611,96,77,94,77,59,98,100,82,59,86,NLP,CS,IOT,93,90,54
SID20148623,51,29,97,77,87,66,49,79,64,85,NLP,CS,ML,58,33,21
SID20148646,74,95,62,62,55,46,62,81,52,96,AR_VR,CS,IOT,61,81,13
SID20148648,46,75,61,58,40,62,75,23,43,65,SVV,CC,ML,57,41,93
SID20148684,64,68,95,87,74,55,69,95,88,69,SVV,CC,ML,49,39,90
SID20148721,71,68,63,86,25,67,45,64,98,83,NLP,CC,IOT,80,95,12
SID20148725,96,86,85,71,52,47,100,60,100,55,SVV,CS,IOT,63,66,76
SID20148761,87,70,83,81,98,51,89,90,77,79,AR_VR,CC,IOT,47,93,51
SID20148765,44,74,80,74,41,48,43,43,63,98,SVV,CS,ML,52,29,74
SID20148804,68,49,47,67,91,64,83,43,64,87,NLP,CS,IOT,91,49,27
SID20148841,69,55,84,43,100,49,59,100,58,49,SVV,CC,ML,41,76,47
SID20148893,78,75,51,74,89,83,46,96,67,47,SVV,CS,IOT,66,87,48
SID20148913,94,86,43,100,50,91,50,80,74,86,SVV,CS,IOT,69,11,44
SID20148917,43,75,63,80,66,62,46,75,97,60,AR_VR,CC,ML,43,97,48
SID20148957,52,98,66,69,44,77,62.9,80,52,91,AR_VR,CC,ML,88,96,86
SID20148959,61,66,68,69,99,96,71,27,61,73,NLP,CC,IOT,77,60,62
SID20148980,61,52,62,79,55,87,59,70,75,79,NLP,CC,IOT,70,23,49
SID20148985,88,91,99,72,79,95,44,42,51,68,NLP,CS,ML,95,98,99
SID20148994,41,93,75,94,50,76,55,93,99,64,AR_VR,CC,IOT,78,65,51
SID20149017,48,98,40,78,66,58,43,85,52,91,AR_VR,CC,ML,75,28,63
SID20149047,93,98,93,78,91,50,72,61,94,57,SVV,CC,ML,99,21,12
SID20149070,42,43,94,90,74,100,48,97,45,54,SVV,CC,ML,96,76,70
SID20149078,97,96,83,60,98,82,100,91,99,97,AR_VR,CC,IOT,43,74,15
SID20149093,48,99,59,75,68,45,86,45,94,53,AR_VR,CC,ML,61,42,85
SID20149123,67,41,96,73,55,93,50,44,85,92,NLP,CS,IOT,58,43,89
SID20149131,45,71,81,79,80,46,72,58,42,97,NLP,CC,IOT,49,24,24
SID20149136,74,55,96,61,62,49,96,62,91,73,NLP,CC,ML,56,28,17
SID20149144,55,100,58,67,89,45,95,62,91,82,NLP,CS,ML,66,94,26
SID20149152,62,74,74,72,92,59,62,69,73,89,SVV,CC,IOT,61,33,64
SID20149201,77,91,70,64,68,66,87,60,93,46,AR_VR,CS,IOT,91,73,100
SID20149241,65,46,66,44,61,90,64,75,86,81,SVV,CC,IOT,50,79,72
SID20149256,40,78,56,54,65,82,83,47,62,91,SVV,CC,ML,94,90,97
SID20149261,55,69,64,95,94,61,90,71,77,57,SVV,CC,ML,53,12,97
SID20149269,79,40,93,83,51,46,52,46,78,56,NLP,CC,IOT,40,62,49
SID20149271,93,87,98,75,45,90,42,79,41,75,NLP,CC,ML,91,42,66
SID20149273,91,79,59,54,67,57,85,79,47,74,AR_VR,CC,IOT,84,96,30
SID20149293,47,73,67,78,53,69,60,46,64,92,AR_VR,CC,ML,88,59,19
SID20149312,89,83,65,89,77,28,19,77,74,83,SVV,CS,IOT,48,64,49
SID20149358,62,68,82,86,51,70,52,56,81,84,NLP,CC,ML,97,98,72
SID20149378,54,91,54,92,70,82,40,68,95,69,AR_VR,CC,IOT,92,62,61
SID20149387,56,100,62,72,56,96,70,85,75,53,NLP,CS,IOT,77,52,67
SID20149390,64,92,60,73,97,66,59,77,42,100,NLP,CC,IOT,92,67,29
SID20149391,42,76,73,81,72,90,99,69,79,81,SVV,CS,IOT,66,21,46
SID20149395,42,43,42,63,87,72,61,42,41,61,AR_VR,CS,IOT,86,36,48
SID20149419,47,84,72,66,64,94,95,63,57,84,SVV,CS,IOT,80,27,10
SID20149429,51,74,80,97,52,76,80,50,87,45,NLP,CS,IOT,86,84,99
SID20149456,73,75,81,45,51,86,95,86,49,89,AR_VR,CC,ML,82,37,19
SID20149465,81,63,87,45,77,94,91,79,59,91,SVV,CC,ML,49,18,13
SID20149468,74,61,71,62,45,76,66,79,65,97,AR_VR,CS,ML,43,26,24
SID20149469,76,83,77,54,47,47,88,71,81,67,NLP,CS,ML,76,28,66
SID20149473,66,46,28,66,51,71,40,85,42,69,SVV,CS,ML,71,13,93
SID20149500,45,42,61,49,40,100,60,57,57,73,NLP,CC,ML,63,45,65
SID20149518,53,69,49,96,79,50,48,50,60,59,NLP,CS,IOT,42,99,22
SID20149542,90,75,83,45,48,59,100,67,40,53,NLP,CS,ML,95,92,92
SID20149584,82,49,95,44,50,44,42,63,41,90,NLP,CC,IOT,73,42,33
SID20149602,89,76,43,45,61,60,47,59,65,63,NLP,CS,IOT,82,31,45
SID20149616,89,46,74,67,55,77,60.9,94,65,42,AR_VR,CC,IOT,47,51,87
SID20149625,72,89,85,98,99,97,93,76,40,63,AR_VR,CS,ML,94,18,98
SID20149680,64,99,99,88,47,55,95,50,83,89,NLP,CS,IOT,90,65,80
SID20149733,93,54,21,69,67,53,70,79,42,61,AR_VR,CS,IOT,86,27,96
SID20149753,61,71,66,90,90,40,81,21,90,42,AR_VR,CC,IOT,78,54,31
SID20149758,72,72,94,93,78,41,59,70,61,86,NLP,CC,IOT,98,25,47
SID20149769,50,97,82,65,72,62,73,73,92,80,SVV,CC,ML,65,72,86
SID20149772,88,68,58,84,84,60,57,48,63,43,NLP,CC,ML,76,94,43
SID20149831,92,82,63,96,73,74,63,77,81,78,SVV,CS,IOT,60,15,97
SID20149853,72,52,44,64,68,68,72,47,95,67,NLP,CS,IOT,49,100,28
SID20149854,72,76,63,93,92,70,72,84,75,51,SVV,CC,ML,96,39,42
SID20149859,47,100,61,99,75,99,69,96,71,51,NLP,CS,IOT,82,58,89
SID20149935,60,46,68,85,89,96,40,60,100,99,SVV,CC,ML,64,53,78
SID20149986,99,44,49,77,71,82,86,93,53,49,SVV,CS,IOT,49,21,81
SID20149991,96,82,68,66,65,63,85,83,98,47,AR_VR,CS,ML,46,44,24
SID20151111,98,72,52,81,67,77,96,60,63,97,SVV,CC,IOT,59,34,92
SID20151128,86,59,66,94,97,48,40,75,49,42,AR_VR,CS,IOT,56,58,42
SID20151132,91,77,72,40,62,41,61,74,95,67,AR_VR,CC,ML,49,54,78
SID20151142,90,86,90,53,71,80,93,85,54,73,AR_VR,CC,IOT,90,80,75
SID20151149,85,76,48,54,85,59,44,62,53,49,AR_VR,CS,ML,95,88,49
SID20151170,78,85,51,99,71,67,76,76,90,45,NLP,CS,ML,67,100,64
SID20151172,78,55,67,74,97,94,41,62,94,43,NLP,CC,IOT,48,16,27
SID20151175,70,88,81,51,48,65,87,73,100,96,AR_VR,CS,IOT,44,53,18
SID20151235,92,52,77,59,78,74,99,79,43,66,SVV,CC,ML,58,18,72
SID20151242,68,83,65,50,60,49,80,74,90,42,AR_VR,CS,IOT,94,32,32
SID20151243,43,61,54,82,49,83,65,40,26,74,AR_VR,CS,IOT,51,59,41
SID20151274,64,96,88,95,66,42,94,72,68,65,SVV,CC,IOT,68,94,91
SID20151284,79,80,81,86,89,92,54,99,82,85,AR_VR,CC,ML,93,26,12
SID20151289,99,70,79,88,83,56,47,45,48,95,NLP,CC,IOT,46,34,66
SID20151294,84,89,97,52,65,43,89,65,63,53,AR_VR,CC,ML,56,92,92
SID20151302,89,69,82,94,64,75,66,51,90,51,NLP,CC,IOT,29,78,100
SID20151325,43,78,98,97,55,78,57,91,54,43,AR_VR,CS,ML,57,73,59
SID20151346,92,65,21,44,87,98,59,53,48,91,NLP,CC,ML,61,52,62
SID20151386,86,95,62,67,45,51,59,68,90,71,AR_VR,CS,ML,47,31,19
SID20151398,49,97,72,69,88,95,61,65,47,80,AR_VR,CC,IOT,64,27,60
SID20151401,96,93,89,89,49,97,59,52,95,79,NLP,CS,ML,89,24,21
SID20151403,80,94,83,52,70,65,44,67,93,79,NLP,CS,IOT,47,25,30
SID20151422,56,87,80,51,86,55,70,42,81,72,AR_VR,CC,ML,73,56,56
SID20151424,61,57,97,85,84,44,74,47,52,51,NLP,CS,ML,77,93,74
SID20151485,52,50,95,51,59,64,67,52,69,51,AR_VR,CC,ML,42,68,27
SID20151492,92,73,96,100,69,97,66,58,61,96,AR_VR,CC,IOT,73,44,65
SID20151518,70,91,82,41,78,58,66,99,63,85,AR_VR,CC,IOT,67,13,52
SID20151538,44,71,73,81,88,99,57,75,100,78,AR_VR,CS,IOT,99,41,68
SID20151557,77,80,70,65,89,55,41,92,44,56,AR_VR,CS,IOT,80,82,53
SID20151584,45,40,50,93,62,91,76,70,81,78,NLP,CC,IOT,52,18,65
SID20151594,81,40,67,54,64,76,93,50,74,98,NLP,CC,ML,46,16,93
SID20151623,54,51,80,87,55,66,74,98,70,48,AR_VR,CS,ML,85,56,34
SID20151682,94,49,91,75,73,97,84,98,97,47,AR_VR,CS,ML,98,59,43
SID20151694,78,80,99,54,44,52,41,75,99,89,SVV,CC,IOT,70,99,22
SID20151698,68,62,81,40,57,51,97,54,81,97,AR_VR,CS,IOT,85,22,88
SID20151700,82,81,81,45,97,55,80,44,100,50,SVV,CS,IOT,48,79,43
SID20151701,55,49,97,93,46,42,65,82,43,62,NLP,CC,ML,70,51,92
SID20151704,58,47,60,81,67,43,81,68,59,42,AR_VR,CC,ML,62,43,68
SID20151709,91,64,81,57,49,92,45,71,47,63,AR_VR,CC,IOT,92,77,96
SID20151732,92,92,45,80,84,40,60.9,41,43,92,SVV,CC,ML,71,15,29
SID20151733,91,93,74,50,77,40,79,64,40,97,AR_VR,CC,ML,61,30,54
SID20151739,97,97,88,44,74,43,56,64,78,43,AR_VR,CS,ML,40,80,39
SID20151755,42,87,75,54,52,79,88,84,61,77,NLP,CS,IOT,56,56,68
SID20151789,86,75,45,83,94,97,95,84,54,58,SVV,CC,ML,69,45,83
SID20151805,45,55,78,75,52,82,49,99,57,49,AR_VR,CS,IOT,90,37,55
SID20151828,74,98,88,93,63,64,78,45,89,56,SVV,CS,IOT,55,87,89
SID20151831,80,72,44,79,56,57,56,46,57,40,NLP,CS,IOT,59,33,44
SID20151907,89,66,97,41,42,99,98,74,58,96,AR_VR,CC,IOT,84,21,91
SID20151919,56,56,85,63,93,79,55,58,66,94,NLP,CS,IOT,91,18,48
SID20151925,74,48,65,19,56,75,51,63,77,61,NLP,CS,ML,99,87,52
SID20151945,45,53,95,87,89,51,93,100,53,59,AR_VR,CC,IOT,71,79,31
